customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4581-LNWUM,Female,0,No,No,13,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.150001525878906,649.4000244140625,False
4869-EPIUS,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9000015258789,4557.5,False
9948-YPTDG,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.44999694824219,3013.050048828125,True
1236-WFCDV,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.44999694824219,1266.0999755859375,True
1915-OAKWD,Female,0,No,Yes,16,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),19.299999237060547,360.3500061035156,False
7296-PIXQY,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.19999694824219,1046.5,False
4883-QICIH,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.89990234375,True
3354-OADJP,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,False
3524-WQDSG,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.30000305175781,4209.9501953125,False
0810-DHDBD,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.64990234375,False
4026-SKKHW,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3000030517578,False
2829-HYVZP,Male,0,No,No,29,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,19.799999237060547,572.2000122070312,False
8329-IBCTI,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.649999618530273,19.649999618530273,True
1271-SJBGZ,Male,1,No,No,12,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.650001525878906,526.9500122070312,True
3845-JHAMY,Female,0,Yes,Yes,16,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7000122070312,False
7013-PSXHK,Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.64990234375,False
5669-SRAIP,Female,0,No,No,5,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,True
5981-ITEMU,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.0999984741211,3706.949951171875,True
3486-NPGST,Female,0,No,No,36,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.549999237060547,620.75,False
6941-PMGEP,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,True
1624-WOIWJ,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.69999694824219,832.0499877929688,True
2074-GKOWZ,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55000305175781,185.5500030517578,True
0376-YMCJC,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.5999984741211,1943.199951171875,True
6100-FJZDG,Male,0,Yes,Yes,26,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),20.049999237060547,505.8999938964844,False
4829-ZLJTK,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4000015258789,8046.85009765625,False
1730-VFMWO,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.20000076293945,1815.300048828125,False
7143-BQIBA,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.9500122070312,False
3800-LYTRK,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.70000076293945,795.1500244140625,False
0634-SZPQA,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05000305175781,2169.800048828125,True
9646-NMHXE,Male,0,Yes,No,47,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.649999618530273,973.0999755859375,False
7030-NJVDP,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.199951171875,False
5536-RTPWK,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05000305175781,4853.75,True
8883-GRDWQ,Male,1,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9000244140625,False
6166-ILMNY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.5500030517578,True
3097-NNSPB,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.04999923706055,91.0999984741211,True
7771-ZONAT,Male,0,No,No,22,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.8499755859375,False
0655-RBDUG,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05000305175781,713.0,True
2111-DWYHN,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,21.100000381469727,21.100000381469727,False
4194-WHFCB,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.6500015258789,5580.7998046875,False
4121-AGSIN,Female,0,Yes,Yes,58,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),24.5,1497.9000244140625,False
4361-BKAXE,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.4501953125,True
9845-PEEKO,Female,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.19999694824219,4590.35009765625,False
0455-XFASS,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55000305175781,200.1999969482422,False
0301-KOBTQ,Male,0,No,No,32,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),20.049999237060547,614.4500122070312,False
1751-NCDLI,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.8499984741211,4564.89990234375,False
9878-TNQGW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.94999694824219,171.14999389648438,True
9170-ARBTB,Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),19.600000381469727,1012.4000244140625,False
4441-NIHPT,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.30000305175781,940.3499755859375,True
8999-BOHSE,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.69999694824219,1047.699951171875,True
7241-AJHFS,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.6500015258789,2766.39990234375,False
7029-RPUAV,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.44999694824219,1622.449951171875,True
4546-FOKWR,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.3499755859375,False
9036-CSKBW,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.44999694824219,5680.89990234375,False
5832-TRLPB,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.3499984741211,2243.89990234375,False
8590-YFFQO,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.94999694824219,4523.25,False
8659-IOOPU,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.44999694824219,7159.7001953125,False
1338-CECEE,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.949951171875,False
7439-DKZTW,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55000305175781,80.55000305175781,False
4646-QZXTF,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.0999755859375,False
4607-CHPCA,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4000015258789,2178.60009765625,True
9742-XOKTS,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55000305175781,6038.5498046875,False
6921-OZMFH,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.70000076293945,259.3999938964844,False
9578-FOMUK,Male,0,No,Yes,15,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.799999237060547,324.1499938964844,False
4712-UYOOI,Female,0,Yes,Yes,20,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,20.0,417.6499938964844,False
8824-RWFXJ,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.150001525878906,168.14999389648438,True
7722-CVFXN,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.19999694824219,5637.85009765625,False
8717-VCTXJ,Male,0,No,No,42,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,19.549999237060547,839.4000244140625,False
7363-QTBIW,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.0999755859375,False
4159-NAAIX,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.44999694824219,6253.0,False
0971-QIFJK,Female,0,Yes,No,69,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),24.25,1641.800048828125,False
9397-TZSHA,Female,0,No,No,69,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),24.600000381469727,1678.050048828125,False
3391-JSQEW,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.150001525878906,2058.5,False
0343-QLUZP,Male,0,No,No,60,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.599998474121094,2424.5,False
9763-PDTKK,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4000015258789,387.20001220703125,True
2176-LVPNX,Female,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.8499984741211,6293.4501953125,False
7627-JKIAZ,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.94999694824219,2839.64990234375,True
3312-UUMZW,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8499984741211,3145.89990234375,False
1271-UODNO,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.849998474121094,2200.699951171875,False
8461-EFQYM,Female,0,No,No,38,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,24.25,914.4000244140625,False
6900-RBKER,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.44999694824219,4577.75,False
6891-JPYFF,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,False
1459-QNFQT,Male,0,Yes,Yes,70,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.7998046875,False
1047-NNCBF,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55000305175781,1493.550048828125,False
3696-XRIEN,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.10009765625,False
4081-DYXAV,Female,0,No,No,19,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.849998474121094,893.5499877929688,True
0074-HDKDG,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.599998474121094,1611.0,False
8791-GFXLZ,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.04999923706055,593.0499877929688,False
8111-SLLHI,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.6500015258789,4284.7998046875,True
0927-LCSMG,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.6500015258789,544.5499877929688,True
9330-DHBFL,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.800048828125,False
0098-BOWSO,Male,0,No,No,27,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19.399999618530273,529.7999877929688,False
3452-ABWRL,Male,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05000305175781,3865.60009765625,False
5859-HZYLF,Male,0,Yes,Yes,26,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),19.149999618530273,515.75,False
8257-RZAHR,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.69999694824219,941.0,True
5293-WXJAK,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05000305175781,1133.6500244140625,True
3156-QLHBO,Male,0,No,Yes,2,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.25,48.349998474121094,False
2208-NQBCT,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.94999694824219,2070.050048828125,False
1779-PWPMG,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.6500015258789,8333.9501953125,False
6621-NRZAK,Female,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.0,1209.25,False
0831-JNISG,Male,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.799999237060547,1396.25,False
0774-IFUVM,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.1500015258789,723.3499755859375,False
3082-WQRVY,Male,1,Yes,No,14,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.649999618530273,228.64999389648438,False
9553-DLCLU,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.94999694824219,1161.75,False
1641-BYBTK,Male,0,No,Yes,6,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.200000762939453,98.3499984741211,False
2460-NGXBJ,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.19999694824219,775.2999877929688,False
2446-ZKVAF,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.79999923706055,1074.6500244140625,False
0841-NULXI,Male,0,No,No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.54999923706055,35.54999923706055,True
3522-CDKHF,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.699951171875,False
1430-SFQSA,Male,0,No,No,29,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.599998474121094,1072.5999755859375,False
0411-EZJZE,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,False
7851-WZEKY,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1500015258789,196.89999389648438,True
8844-TONUD,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.6500015258789,1162.8499755859375,True
8807-ARQET,Female,0,No,No,41,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.349998474121094,1677.8499755859375,False
8992-CEUEN,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,18.850000381469727,18.850000381469727,False
4320-QMLLA,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.849998474121094,370.3999938964844,False
8777-PVYGU,Female,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.30000305175781,3410.60009765625,False
8292-ITGYJ,Female,0,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),24.649999618530273,1138.800048828125,False
6870-ZWMNX,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.0999984741211,5264.25,False
0621-CXBKL,Female,0,No,No,53,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,18.700000762939453,1005.7000122070312,False
5268-DSMNQ,Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.94999694824219,5936.5498046875,False
5334-JLAXU,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.0999984741211,5475.89990234375,False
4086-YQSNZ,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4000015258789,224.0500030517578,True
6242-MBHPK,Female,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0999984741211,2326.050048828125,False
5868-CZJDR,Male,0,No,Yes,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.350000381469727,31.350000381469727,True
9359-UGBTK,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.3499984741211,4991.5,False
0135-NMXAP,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4000244140625,True
4782-OSFXZ,Female,1,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.69999694824219,5831.2001953125,False
6479-OAUSD,Male,0,No,No,25,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),19.899999618530273,510.79998779296875,False
7129-ACFOG,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.79999923706055,283.95001220703125,False
4189-NAKJS,Male,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.54999923706055,1295.4000244140625,False
5562-BETPV,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.649999618530273,19.649999618530273,False
1282-IHQAC,Male,1,No,No,70,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.04999923706055,3011.64990234375,False
9127-FHJBZ,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.14990234375,False
6270-OMFIW,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4000015258789,5610.25,True
1641-RQDAY,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4000015258789,3217.64990234375,False
0107-WESLM,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19.850000381469727,19.850000381469727,True
6994-ORCWG,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2000122070312,False
1346-UFHAX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.3499755859375,False
3992-YWPKO,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9000015258789,669.4500122070312,True
2933-XEUJM,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.19999694824219,3593.800048828125,False
0125-LZQXK,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3499984741211,1553.949951171875,True
5461-QKNTN,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.30000305175781,3953.14990234375,False
4835-YSJMR,Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.79999923706055,1971.1500244140625,False
8399-YNDCH,Male,1,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.04999923706055,1236.1500244140625,True
3164-YAXFY,Male,0,No,No,57,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,False
0887-WBJVH,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.44999694824219,4872.2001953125,False
4660-IRIBM,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9000015258789,1500.5,False
5673-FSSMF,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.150001525878906,60.150001525878906,True
7670-ZBPOQ,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.04999923706055,3478.75,False
8089-UZWLX,Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05000305175781,7413.5498046875,False
0080-OROZO,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,False
3916-NRPAP,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.69999694824219,256.75,False
6807-SIWJI,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.8499984741211,3887.25,False
8221-HVAYI,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.1500015258789,2490.14990234375,False
1579-KLYDT,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.44999694824219,593.4500122070312,True
5232-NXPAY,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.44999694824219,3510.300048828125,False
8967-SZQAS,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45000076293945,765.4500122070312,False
4468-KAZHE,Female,1,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.3499755859375,False
0455-ENTCR,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35009765625,False
8944-AILEF,Male,0,Yes,No,15,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),19.450000762939453,340.8500061035156,False
5542-NKVRU,Female,0,No,No,42,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),20.75,844.4500122070312,False
7126-RBHSD,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9000015258789,1348.949951171875,False
5370-IIVVL,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,False
6789-HJBWG,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.400001525878906,611.6500244140625,False
3927-NLNRY,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.9501953125,True
9087-EYCPR,Female,0,No,No,60,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,25.0,1505.050048828125,False
6791-YBNAK,Male,0,Yes,Yes,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.549999237060547,467.8500061035156,False
